country,year,population,eci_trade,exports,fitness_trade,eci_publications,fitness_publications,documents,citations,eci_patents,fitness_patents,patents,eci_services,fitness_services,service_exports,gdp_start,emissions,hum_cap,eci_similarity_trade,eci_similarity_publications,eci_similarity_patents,eci_similarity_services,entropy_trade,entropy_publications,entropy_patents,entropy_services,hhi_trade,hhi_publications,hhi_patents,hhi_services,nat_res
CHL,1999,14878532.75,0.604599550719569,0.54319266727293,0.788284162441156,0.530038875162628,0.735723560591083,0.697593445009026,110084.75,0.406010024949679,0.287065361236594,0.32217329788388,0.545125094377042,0.624135264418039,0.633184058277651,14778.3325522003,-14.9525243786925,9.775,0.555817652776079,0.514574048774877,0.16267942866957,0.505697258031788,0.896955693047594,0.986140978586261,0.689151171358898,0.896955693047594,0.0792542496193022,0.00992657724461405,0.296525147442077,0.0792542496193022,6.89306683772165
CHN,1999,1235573750,0.631225816996281,0.282834982736852,0.961237288624162,0.535948439303503,0.735801017499027,0.560065717791784,618704,0.848296502200412,0.781862436231559,0.148972907780804,0.511128749808441,0.256224099516626,0.299418631586765,2906.30798198093,-13.6139506051333,6.89,0.661369239294589,0.578350031005371,0.888873300108187,0.386846717786242,0.997988252536392,0.984506316623525,0.942623652862794,0.997988252536392,0.0014197315854321,0.0109014550856511,0.054635216396905,0.0014197315854321,3.85158534957338
COL,1999,38040991.25,0.624603815472723,0.362539703044289,0.781347776312622,0.420317945669041,0.660512771858128,0.47403179817106,31829.75,0.155384244037257,0.161191648289539,0.179787436840716,0.356636271359062,0.367266350754519,0.504171625103042,9351.4331149859,-14.7386438038597,6.635,0.431009155908162,0.495185428760187,0.194622424173917,0.337227236790639,0.888489216844362,0.976545685612004,0.326251689317747,0.888489216844362,0.0844850602497253,0.0168095307531549,0.671074831245829,0.0844850602497253,5.49151735151764
CRI,1999,3760158.5,0.565462265434695,0.576773571619608,0.780242357106147,0.364812632630531,0.573131986746161,0.585749689128758,15351.75,0.496506698584948,0.151991450043472,0.372801824760936,0.25370726021318,0.458522619832087,0.547881770259104,11848.6639899345,-15.2515883594107,7.715,0.427815690364016,0.375592974205792,0.308617015971917,0.150662057153229,0.929444177753219,0.942048435496434,0.427348190872067,0.929444177753219,0.0525947561913107,0.0419146979279192,0.555820767926472,0.0525947561913107,6.66010513376799
CYP,1999,899843.75,0.651546848588404,0.605654069999939,0.810264057744519,0.594169644750367,0.585338944885136,0.669473547673846,13135,0.647574401536178,0.21747823674033,0.55231480710472,0.277477005299058,0.275297424171647,0.815257649122119,29835.0949688833,-15.0975375550764,10.51,0.450410542056899,0.498653908231714,0.295713714279517,0.304600285071854,0.895694273894132,0.937651846908555,0.501201151655904,0.895694273894132,0.080939826675086,0.0448518141649559,0.480633888795265,0.080939826675086,6.82929155941543
CZE,1999,10299401.25,0.830009955892326,0.661241422291855,0.95799032357987,0.551134211348685,0.754880757963919,0.853839193760979,200359.5,0.834786421131788,0.683917552145383,0.57547522123767,0.289994064610408,0.143078210533347,0.684545668496914,23740.4975985693,-14.3482094022969,11.25,0.962591422710597,0.533576652235331,0.821786358081332,0.305159960761134,0.996350763152065,0.989690290325226,0.909464140612474,0.996350763152065,0.00265937416705117,0.00732762448894577,0.0859262926852767,0.00265937416705117,6.71391675263696
DEU,1999,82024260,0.969927940225822,0.793367631872755,1,0.693475014067799,0.822530597534363,0.917531341851302,5104518,0.95795904757667,1,0.905121450650574,0.84183959306805,0.753007682166143,0.904176083750121,40644.9690045179,-14.985391066318,12.54,0.916102101740431,0.698033955386225,0.995662652513743,0.850154187921368,0.986055955892033,0.994791380808636,0.998328577307233,0.986055955892033,0.0103430536653607,0.00366808147666612,0.00157513070662038,0.0103430536653607,7.17313213658246
DNK,1999,5293520.75,0.831132611976333,0.842836275531731,0.893038724371946,0.667275156396448,0.810490579969006,0.968944404120605,837372.75,0.967593698023497,0.882639902964157,0.948067690860656,0.539842282666417,0.429307689880078,0.941243222536618,45667.1074447709,-14.9276458718225,11.325,0.825632464372171,0.802293588224355,0.979521446814334,0.598014498837304,0.996240949859479,0.990730346791519,0.942724723286201,0.996240949859479,0.0026770250100421,0.00676040621268353,0.0543499816421105,0.0026770250100421,8.18678666006905
ECU,1999,12073796,0.435373526414572,0.40668888526822,0.686935144015994,0.343505165264921,0.483878225672148,0.373522197575989,8031.5,0.277229296600456,0.0935101169553193,0.234292535031734,NaN,NaN,NaN,8583.24126568462,-14.6460023777042,7.58,0.261938827354008,0.32202010383225,0.093048365572308,NaN,0.811606425407549,0.906073453248413,0.288163971693575,0.811606425407549,0.145638893453199,0.068442983829551,0.697889046171139,0.145638893453199,6.00375964536924
EGY,1999,65552437.75,0.522087361814662,0.186662045661696,0.79385563668962,0.469555215964462,0.717168079790933,0.600208501821472,100131.25,0.268319161059451,0.153933317109095,0.0828638281912358,NaN,NaN,NaN,7032.4145335674,-14.8276143434853,5.635,0.403099965358395,0.52599211653281,0.0504956854256962,NaN,0.842283900811266,0.991043443816378,0.347994793205725,0.842283900811266,0.126013733677238,0.00625391323655896,0.640660088899924,0.126013733677238,4.10907440937019
ESP,1999,40139406.25,0.760609166003279,0.671581588128503,0.939900710688896,0.639570202102922,0.789452648561677,0.874613822785118,1450708.25,0.940075078675003,0.861471342636402,0.641979213588037,0.299707270483328,0.302989756018575,0.814492083001412,31350.577104098,-15.1739658076467,8.395,0.883243559715496,0.717826957105286,0.965045943380049,0.281850515563967,0.971755171860026,0.994987175299317,0.950093641504115,0.971755171860026,0.0211078520298009,0.00356385722588221,0.0474673485956961,0.0211078520298009,6.83737638584801
EST,1999,1397882.25,0.68270965500149,0.646826487018347,0.855511934959164,0.510266753458506,0.706695063870646,0.820605614443632,36080.75,0.420148625400061,0.235411338120756,0.536323757920364,0.227433947694662,0.312677695290579,0.615179981403128,15402.703060876,-13.9252606907469,11.695,0.6315478953312,0.482106501180979,0.0656054508377245,0.115670052289108,0.989100784439296,0.986868329692238,0.584775864988895,0.989100784439296,0.00776346092355922,0.00922402133462898,0.397843582200615,0.00776346092355922,7.03439553311219
FIN,1999,5145845,0.928102095347624,0.833942085775335,0.86292257611829,0.77337627975412,0.831431281807847,0.967527612456016,674197.75,0.983951949062901,0.898539891432536,0.967808414796829,0.654219535130438,0.873413466352031,0.884208139435372,35285.8090887322,-14.721749700583,10.91,0.872275031269372,0.782299818436463,0.983637966020083,0.618890670814567,0.976224248385262,0.995746342826989,0.950506273355114,0.976224248385262,0.0171476739351738,0.00306683036030593,0.0474339722152691,0.0171476739351738,8.2629412658396
FRA,1999,60100232,0.875247660383183,0.756911732417129,0.975948143117448,0.6227372510155,0.803831338999825,0.91575603945049,3847787.25,0.957160826104365,0.933058922133576,0.825974137479363,0.951077128626,0.747264851793428,0.898238255232537,36926.9259143,-15.2777036566388,9.95,0.96708341575827,0.7027690314957,0.979545054544574,0.960989758633319,0.993113132242047,0.996207154654589,0.958722839516989,0.993113132242047,0.00495971338959034,0.00264487793591459,0.0393532185813457,0.00495971338959034,7.2765057816542
GBR,1999,58413377.75,0.906724670559778,0.746357945813918,0.969087179184783,0.942996402027998,0.947902865221203,0.962671748275098,6580043.25,0.929831226594136,0.913557927478202,0.875211881419913,0.991909017018057,0.959877885755816,0.915927625818939,36037.7877559326,-14.9011891723691,11.915,0.975380201901975,0.988322765911615,0.969067271696277,0.995101240757315,0.99048495206842,0.998262336850783,0.958560021808438,0.99048495206842,0.00680574555046053,0.00125918415324924,0.039371466527122,0.00680574555046053,7.13323598726832
GRC,1999,10688066.5,0.623198097547651,0.542033165749197,0.844015302991596,0.655809048889756,0.80413552233369,0.854417468498085,293160.5,0.811755022936397,0.661847564259389,0.561137769053228,0.14956959861239,0.242126550244431,0.803764212467923,26905.4276497945,-14.7838653646038,9.215,0.577057739016444,0.70805325910779,0.812414535960224,0.0389005654144806,0.989146295748745,0.997667221303423,0.939801782761966,0.989146295748745,0.00773693540617683,0.00161138944832602,0.0569386135209605,0.00773693540617683,6.44627981606549
HRV,1999,4534187.25,0.693936860792889,0.538243793924503,0.839937845609759,0.497445169655507,0.676327242539162,0.792582941264506,43374,0.584126312752421,0.25579047679251,0.450644665229832,0.110928957513538,0.304476253795815,0.644776189794562,17262.3069453079,-14.918092972624,9.98,0.699807325147291,0.482615449950638,0.472547702031648,0.102072438219821,0.978421811520035,0.967764200844662,0.529539359002553,0.978421811520035,0.0156551851863806,0.023709373887335,0.457900331365491,0.0156551851863806,5.98105918209724
HUN,1999,10276456,0.72590286790796,0.634804238945387,0.883676691451947,0.590372240100552,0.755525157431561,0.841831976942766,225031.25,0.843934229353698,0.739245295053607,0.661107905672476,0.556732461071722,0.754228237931374,0.61083195584272,17585.9685447045,-14.7093910665243,10.31,0.731297593970174,0.557745458078419,0.8843067752826,0.42375191913406,0.985164274691497,0.99202835668229,0.881846866877353,0.985164274691497,0.0106937847754704,0.00565769657836401,0.112910073432563,0.0106937847754704,6.36983306339683
IDN,1999,204266860.75,0.509062478224261,0.343036009456328,0.863742321766395,0.452360825519309,0.65612164980827,0.301873461957195,34060,0.54625284941681,0.272867366070336,0,0.0859962855636871,0.263587683285196,0.339627288403661,5936.40678981671,-14.4438288444333,7.065,0.442041921946491,0.484124217513691,0.345811395037716,0.108691204513811,0.974529822547742,0.974580734786741,0.654011492425642,0.974529822547742,0.0184288693969712,0.0183066418505232,0.33096929640723,0.0184288693969712,5.08049279500972
IND,1999,1010201754,0.630137415594759,0.0661193017653296,0.921695254022982,0.526843497120675,0.745757002762129,0.529853836628834,649492,0.49313998062117,0.518490374793523,0.0504803932749171,0.452364670260514,0.451227619980539,0.179018201651695,2345.21333094032,-14.2135671957744,4.925,0.552030288987602,0.544937910789802,0.522998255079503,0.437008201287591,0.976447566330641,0.994197491418112,0.724079318277875,0.976447566330641,0.0173750825094172,0.00404514444255205,0.266204341703584,0.0173750825094172,2.98494371220742
IRL,1999,3694790.75,0.848038595533597,0.924309377431672,0.819892670781204,0.764793076775722,0.843542317522516,0.893357439799429,220809.75,0.89090246248621,0.767098639656228,0.792841952644181,0.996036201534633,0.859825844840882,0.905891852936802,39335.427503734,-14.6138364409909,10.1,0.692857177357318,0.757332768288145,0.926182816657618,0.925780421600126,0.947469075373041,0.995231464090249,0.940032399500082,0.947469075373041,0.0385011121268014,0.00343067781258187,0.0570096641373772,0.0385011121268014,8.00488264956004
IRN,1999,63550984.75,0.518889815671892,0.327723588834217,0.694184778638282,0.43946262567096,0.677548686034772,0.486218278622321,36003.25,0.455408766729737,0.230884529751656,0.099269747403921,NaN,NaN,NaN,9640.84642898288,-14.2150146321398,6.555,0.41765033715785,0.496314701744856,0.274859866696675,NaN,0.374160722701798,0.983789663118414,0.634778155325362,0.374160722701798,0.583740717163677,0.0113886352791825,0.347758456848601,0.583740717163677,5.40093756123435
ISR,1999,5906000,0.801602490345367,0.734461729652859,0.872541228486641,0.854292581260673,0.866263421207575,0.981335505592302,886706,0.849530822865847,0.836726620927256,0.901097637895356,0.703781712676289,0.870607899046298,0.853773467778429,27693.1173102435,-14.7283365572302,10.165,0.931397882533353,0.853085439992966,0.852752564508773,0.873300586100842,0.899645586234154,0.997727906752759,0.898764841122527,0.899645586234154,0.0787613890862902,0.00159109601066793,0.0965859696310525,0.0787613890862902,7.44283696661953
ITA,1999,56893428.5,0.830443020315149,0.737175015289361,0.964649911052115,0.674091298769311,0.78917542825516,0.880847495659956,2287640,0.971137082005002,0.922475859296681,0.713945718590348,0.436754750926651,0.639357187181114,0.878597606292913,40476.4828528615,-15.3317322968832,8.925,0.859728967029623,0.685946906254376,0.97818722732388,0.400365972772022,1,0.99541925999908,0.929429715353494,1,0,0.00323528637042038,0.0675722951371342,0,7.06380741675788
JPN,1999,126211250,1,0.701175386340951,0.935663693766791,0.59062520013018,0.767708273217263,0.891952324285664,4251896.5,0.834095519522997,0.874347958543968,0.791741157390835,0.34682564444446,0.677694243265406,0.939373223063842,35754.2780667147,-15.0869877010078,12.11,0.934379556981114,0.568676404244051,0.871800156266714,0.21380490669212,0.97229233546186,0.989995508988396,0.940721927791765,0.97229233546186,0.0202772156485492,0.00707059995624951,0.056118801123625,0.0202772156485492,5.77716325233443
KAZ,1999,15228161.5,0.658000998361478,0.359808712462348,0.782451114955499,0.280783497284786,0.320682984007762,0.295980408437687,4961.75,0.612359380689023,0.263326260473332,0.283390883894368,0.424709350142448,0.410443343284011,0.427104206631673,9018.0019304668,-13.6117182581071,9.77,0.69989417181187,0.287557120385758,0.434172030052951,0.292129523033104,0.895985536990221,0.754977004199373,0.627722646620607,0.895985536990221,0.0795776840267966,0.187957904796469,0.35555022512462,0.0795776840267966,5.65590053414002
KOR,1999,46095360.25,0.722363543488993,0.689106890309588,0.870629502007575,0.603846808769374,0.741899971997663,0.801088151111036,616186,0.874547662378322,0.81424101565684,0.600629547492511,0.293811521717938,0.53023475004753,0.750739494011453,20037.4371320958,-14.5296283281501,10.33,0.720865854312735,0.642042284556755,0.906926796508096,0.172862387122192,0.969002324684352,0.986931008355667,0.928040637712528,0.969002324684352,0.0226234385838665,0.00919294681275477,0.0684416158658371,0.0226234385838665,6.48004886224342
LKA,1999,18516518.75,0.43200569855027,0.319251503930994,0.784846271900602,0.327306479769435,0.50519665778766,0.421966029896442,12686.75,0.194879884703912,0.0473983803137131,0.252715183341731,NaN,NaN,NaN,5313.8326185372,-15.200368628371,8.63,0.342349000439853,0.325261718695502,0.117721022306965,NaN,0.964917175781697,0.920105105391141,0.204335631054206,0.964917175781697,0.0252737948463075,0.0594881772043089,0.785020609252144,0.0252737948463075,4.16813804772301
LTU,1999,3562579.75,0.653167370419324,0.541604796054449,0.836602193007963,0.38932748187863,0.589690305547308,0.70950395929071,22602.5,0.572413177759771,0.253096053030137,0.418080852521433,0.210690931874102,0.296917471730788,0.527719204381731,12538.5664980086,-14.4754188721211,11.47,0.66265303416239,0.423142637488839,0.172012613697422,0.208529441104856,0.977777625472135,0.959505882824735,0.605562812108651,0.977777625472135,0.0161677217598302,0.0288919245394022,0.377438839472758,0.0161677217598302,6.23647847791334
LVA,1999,2422643.5,0.684629726983867,0.534234178543417,0.818787022308839,0.374220041453412,0.548153084512667,0.709977276380655,15362.75,0.382790872079655,0.199461365427641,0.501822887012976,0.283379155600826,0.306832658309147,0.554786075063308,11210.2196126451,-14.6094451051792,11.46,0.647223871402054,0.428432283308634,0.18474129867411,0.2251094171874,0.959575115549304,0.936686584810154,0.403243091289736,0.959575115549304,0.0295909167717085,0.045719769456011,0.592262318008792,0.0295909167717085,6.51525471295964
MAR,1999,27925999,0.47141330851916,0.341287236218925,0.793259648230159,0.418235223206173,0.668889227321408,0.551802149796466,37828.75,0.258486554401166,0.100421809784088,0.154822893097116,0.360823219803616,0.430167695228007,0.392640348812535,4257.98422418905,-14.706694866549,3.25,0.350593199035741,0.465500978690418,0.157007505816683,0.131825844840084,0.96160614834142,0.981280572840032,0.402060302427005,0.96160614834142,0.0276033436122343,0.0132177375416502,0.579422594957593,0.0276033436122343,4.71858057289354
MEX,1999,95324797.25,0.70732092821521,0.555939947898376,0.857729508327469,0.510963840156712,0.742257427145564,0.624601466394011,249058,0.702478286282847,0.615234857870938,0.306087029026529,0.308658469560452,0.280026062705923,0.607212071613463,16512.0727331959,-14.9679645940344,7.325,0.498848672786209,0.547136167405025,0.734915893645295,0.192728695982509,0.972550086681689,0.994437751274446,0.899266842905829,0.972550086681689,0.0198515090431155,0.00390250647922573,0.0954888674376724,0.0198515090431155,5.6870535819778
MYS,1999,21839087.25,0.61901641022233,0.723346221413545,0.824248883605848,0.478747654588427,0.697689597566936,0.607090530278732,49207,0.705653726434201,0.450452085045588,0.341830708154078,0.378099522629824,0.539653068787885,0.59878886086355,15175.2481814092,-14.6416258497104,9.105,0.496122538856291,0.51525997207426,0.648643585485447,0.304423615102429,0.951435907218308,0.969228426750146,0.870313974325449,0.951435907218308,0.0355591703982804,0.0226838026683928,0.121865439363939,0.0355591703982804,6.9609184011523
NLD,1999,15665111.25,0.798527861534657,0.878400492662521,0.949701192924644,0.814626432857022,0.884453869843709,0.958879286816213,2168059.5,0.893181034840462,0.883467049457428,0.901205973265672,0.822092359101948,0.850086007366525,0.930180392998327,43175.019738992,-14.9317187808159,10.685,0.911314354915186,0.96836380296098,0.972830231214491,0.872821103975321,0.993813047592817,0.997875979686012,0.985238565074228,0.993813047592817,0.00446690981384472,0.00152301175904493,0.0137683469211215,0.00446690981384472,8.44568157628104
NOR,1999,4419967.5,0.785675764724294,0.868216457550477,0.809628973273489,0.765628317193318,0.827029446501979,0.949226371152269,463246.5,0.968585820411148,0.858084391902338,0.893765973523033,0.666748784376286,0.813823711354578,0.944930102043676,54020.7907038344,-15.3794501312943,11.615,0.846726587044085,0.772698799304978,0.976967552524291,0.625877869804731,0.815608228674764,0.990708804186978,0.969324576878922,0.815608228674764,0.150008062653493,0.00680268915491055,0.0290181504968182,0.150008062653493,9.02745497587924
NZL,1999,3790850,0.698582249494456,0.71784834361542,0.835849854158038,0.83891138907514,0.854080849615991,0.947747953567236,389146.5,0.969184634021866,0.877532175079562,0.840283617385701,0.738643335735758,0.769169156402432,0.849756482379773,30933.5911909527,-14.2552283649788,12.01,0.595189783234072,0.917938237229973,0.981986089453196,0.76655261407948,0.975972455339236,0.996241521481386,0.99460144092582,0.975972455339236,0.0172270363751292,0.00266598523499915,0.00514051922885772,0.0172270363751292,7.91438180398873
PHL,1999,73857639.5,0.50527621529675,0.408649726682093,0.800971210964758,0.42076956296032,0.604690169606246,0.374111158665931,39099.5,0.364473682552546,0.225978390390462,0.150438750986956,0.256829279602157,0.598607276915467,0.356496771254671,4353.33206285856,-14.6676349291212,8.08,0.306417085228852,0.451784624118189,0.234010494497985,0.256771493391295,0.870409862219949,0.946507139104154,0.293715776221317,0.870409862219949,0.100690974889419,0.0386287673475388,0.707079038733298,0.100690974889419,4.31048025551524
POL,1999,38649445.5,0.737152437035727,0.482608717880744,0.912542638044712,0.536048720227706,0.732426255010206,0.801939436180326,380268.5,0.767682187042035,0.670191834090805,0.420804069241038,0.10374945455857,0,0.606604700722292,14338.5603703783,-14.1081460108007,10.955,0.751921741797166,0.529485561347007,0.794625449757668,0.300354857712552,0.995636517191912,0.990915226120559,0.922215040902538,0.995636517191912,0.00310027787984687,0.00639935692397825,0.0735592090205472,0.00310027787984687,5.73204066900494
PRT,1999,10137736.5,0.642400481296124,0.658436085095303,0.861880206333981,0.55076057348677,0.753054349505793,0.806999619389141,195683.75,0.70240030693646,0.513154072349138,0.444009299254599,0.112423915473974,0.160725792594178,0.790518663700885,27918.0098126109,-15.1996466727508,6.06,0.487610276803349,0.527299246703381,0.73050740378143,0.0420920113044416,0.978431945680164,0.995067974476757,0.901424492429035,0.978431945680164,0.015621798832947,0.00342701894009558,0.0925772591437466,0.015621798832947,6.56228764481096
ROU,1999,22538091.5,0.656331651953959,0.40230941346445,0.850962366563809,0.461582637567873,0.659921663780107,0.689054734575637,60175.5,0.684210027211064,0.453867376693024,0.352495061406895,0.221341729504348,0.5015699617309,0.416721652867035,12077.384737337,-14.3932652922604,9.645,0.706384346369701,0.493194231548191,0.657769928471717,0.183324176100759,0.983186895966286,0.969663024804486,0.780750218736306,0.983186895966286,0.0119926347931711,0.0215388851635104,0.211438521591327,0.0119926347931711,5.07949777363815
RUS,1999,147740262.5,0.750310801505321,0.444224269655701,0.834388328979819,0.518239818045545,0.721910291116926,0.760422501705103,624147.5,0.91433343833862,0.919763152986067,0.513868794389756,0.418475817047916,0.368446111481892,0.491760931404908,12850.8176885259,-13.6903499837022,9.085,0.661523843784436,0.50645541313507,0.95702135434441,0.256869457702336,0.904423499222988,0.982376664342299,0.995395160834913,0.904423499222988,0.071960954168503,0.0124456432543424,0.00431937379711279,0.071960954168503,6.12181220146418
SAU,1999,19604703.25,0.667786565148013,0.661254079040793,0.616432506630385,0.613602194774222,0.762362745840795,0.672918057127613,68783,0.391221409336885,0.170704507775222,0.219250068271183,0.488384229131935,0.32461349863423,0.664486711252589,42384.7402045945,-14.9446788211707,7.27,0.46040718408124,0.569956144890467,0.255806134356673,0.180616561278629,0.440789122843975,0.97418982922473,0.555578720324667,0.440789122843975,0.510047887637744,0.0189907151649108,0.427292817165931,0.510047887637744,7.69374996832524
SGP,1999,3838169.5,0.741242830516619,1,0.834967977262276,0.746989479482105,0.794607965853927,0.924336250866427,238133.5,0.734424161312002,0.658626269487261,0.706904428180904,0.709850455779164,0.545830272400134,0.939426508367787,51370.9341983562,-15.1772855768819,10.445,0.739278732539186,0.693213060771637,0.792407856546731,0.575171859463165,0.903237264607083,0.985285607057284,0.918425292220937,0.903237264607083,0.0731070529940309,0.0104378866693885,0.0768797036547496,0.0731070529940309,8.55480368261444
SVK,1999,5385797,0.784246242147592,0.621387406824913,0.878355178712287,0.437107006270558,0.678425542920843,0.840519769713041,81874.5,0.675246358864453,0.470179765301279,0.528626078535947,0.231867708430252,0.0744473259818171,0.618027713247022,14993.5924832958,-14.2822028535474,11.235,0.643654937418066,0.496775060257564,0.631165324802909,0.147202639433602,0.982358401392943,0.983708516069591,0.862986307778249,0.982358401392943,0.0128125017223449,0.0115070861085385,0.129756065879451,0.0128125017223449,6.62659154789495
SVN,1999,1984814.5,0.835048057603308,0.748624867307251,0.893404109005082,0.529704237072464,0.712231022112534,0.884163583158065,66770.25,0.798769123191743,0.615687299028001,0.717765315420484,0.355964667096037,0.40776242914894,0.757059488840874,23772.191312746,-14.7231132052135,10.9,0.842708972960745,0.537859770310323,0.784972162054187,0.210756741520501,0.98639800665654,0.989940154146781,0.90940316703985,0.98639800665654,0.00985960472085461,0.00702438407404267,0.0857555540570914,0.00985960472085461,7.18894576129127
SWE,1999,8848977,0.946263730507263,0.850417219736732,0.898245597439116,0.752378040104943,0.837304174629424,0.988600751152556,1534432.25,1,0.971674049498924,1,0.810460568264064,0.896513789885238,0.926538980653556,36652.3292942048,-15.2926138337288,10.865,0.942418173928876,0.752590118160549,0.97555881692952,0.882034347510855,0.988495336895936,0.993413711174037,0.993228675176654,0.988495336895936,0.0081980869185125,0.00475067673639895,0.00637624219713289,0.0081980869185125,8.02119290825146
THA,1999,61215112.5,0.581469814263843,0.527497507578008,0.887656169339146,0.528890951104521,0.706272427664464,0.530869600475292,79554.75,0.450206467086837,0.328908336380851,0.221522813920609,0.0819830510850842,0.0512178107145151,0.47590227519986,9799.16731509687,-14.6774626056554,8.63,0.504510113438478,0.491682681393396,0.344300959535723,0.146134936533207,0.981904136093601,0.95988608048042,0.671193798626911,0.981904136093601,0.0130128943442827,0.0297757339167773,0.31553059213798,0.0130128943442827,5.77050724014668
